	SES	GPA	SAT	Gender	Race	Random Acceptance	Partial Logistic Acceptance	Complete Logistic Acceptance
6667	591152	3.67	1313	Female	White	0	0	1
6668	462790	3.92	1462	Male	Asian	0	1	0
6669	652077	3.01	1666	Female	Latinx	0	0	1
6670	519756	2.69	1129	Male	Latinx	1	1	0
6671	782181	3.64	1953	Male	Other	1	0	1
6672	674704	3.98	1351	Female	White	0	0	1
6673	659464	3.26	1723	Female	Latinx	0	0	1
6674	602012	3.16	743	Male	Latinx	1	0	1
6675	651755	3.85	1300	Female	Latinx	0	0	1
6676	572248	3.13	1162	Female	Black	0	0	1
6677	629548	3.28	1143	Male	Latinx	0	0	1
6678	341377	2.86	1938	Male	Asian	0	1	0
6679	587597	3.86	916	Female	Asian	0	0	1
6680	547840	3.64	1058	Female	Latinx	1	1	0
6681	639041	3.4	1464	Female	Asian	1	0	1
6682	409661	3.07	1285	Female	Asian	1	1	0
6683	513710	2.82	1168	Male	Latinx	0	1	0
6684	632345	3.27	1335	Male	Latinx	0	0	1
6685	536702	4.15	1280	Male	White	1	1	0
6686	692227	4.07	1774	Female	Asian	1	0	1
6687	650783	4.13	936	Female	Latinx	0	0	1
6688	647778	3.94	1237	Male	Latinx	0	0	1
6689	612483	2.89	1267	Female	Latinx	0	0	1
6690	583083	3.76	899	Female	Latinx	0	0	1
6691	597709	2.81	1286	Male	Black	0	0	1
6692	615915	2.68	1798	Male	White	1	0	1
6693	698134	3.52	714	Female	Black	0	0	1
6694	859780	4.11	1041	Female	White	0	0	1
6695	699799	3.86	1574	Male	White	1	0	1
6696	599585	3.56	1184	Female	Latinx	1	0	1
6697	669711	3.21	1487	Female	White	1	0	1
6698	614355	3.81	1037	Female	Latinx	0	0	1
6699	594600	3.69	1360	Female	Latinx	0	0	1
6700	782388	2.91	999	Female	Asian	0	0	1
6701	542625	3.7	1004	Male	Latinx	1	1	0
6702	627347	3.31	1268	Male	Latinx	1	0	1
6703	550789	3.6	1509	Male	Latinx	0	1	0
6704	720358	3.94	1346	Female	Asian	1	0	1
6705	802884	3.0	1880	Male	White	1	0	1
6706	501279	3.24	1133	Male	White	0	1	0
6707	680759	3.41	1319	Male	Asian	0	0	1
6708	447712	3.59	1069	Male	White	0	1	0
6709	653304	3.39	1068	Male	Latinx	0	0	1
6710	732525	3.83	1665	Female	Black	0	0	1
6711	527877	3.65	1417	Female	Latinx	0	1	0
6712	568640	3.37	762	Female	Asian	0	0	0
6713	699741	4.25	1259	Male	White	0	0	1
6714	448953	2.91	1133	Male	Asian	0	1	0
6715	1012296	4.18	1843	Female	Asian	1	0	1
6716	855690	4.01	1671	Female	Asian	1	0	1
6717	680204	3.13	1476	Male	White	1	0	1
6718	932529	2.6	1779	Male	Asian	0	0	1
6719	675012	3.37	1420	Female	Latinx	0	0	1
6720	661916	3.61	1716	Female	Latinx	1	0	1
6721	536499	3.31	1121	Male	Asian	0	1	0
6722	798286	3.8	1131	Female	Asian	1	0	1
6723	807819	3.13	1305	Female	Black	0	0	1
6724	604985	3.64	1003	Female	Latinx	1	0	1
6725	732245	3.61	1666	Male	Asian	0	0	1
6726	677735	3.55	889	Female	Asian	0	0	1
6727	595893	4.56	1116	Male	Latinx	0	0	1
6728	689851	3.64	1292	Female	Latinx	0	0	1
6729	723259	3.46	1682	Male	Asian	1	0	1
6730	687304	3.82	1725	Male	Latinx	0	0	1
6731	499481	4.05	1105	Male	Latinx	0	1	0
6732	695259	3.72	1163	Female	Latinx	1	0	1
6733	523050	3.25	1381	Male	Asian	0	1	0
6734	722816	3.82	1981	Male	Asian	1	0	1
6735	701813	4.36	667	Female	Asian	0	0	1
6736	726912	2.96	923	Female	Black	1	0	1
6737	574299	3.21	1372	Male	White	0	0	1
6738	796660	3.75	1964	Female	Asian	0	0	1
6739	568278	3.77	1272	Female	Latinx	0	1	0
6740	842128	3.94	1697	Female	Asian	1	0	1
6741	630798	3.03	985	Female	Latinx	0	0	1
6742	546772	3.53	1010	Female	Latinx	0	1	0
6743	630372	3.35	1269	Male	Asian	0	0	1
6744	632612	3.89	1441	Female	Asian	1	0	1
6745	537403	4.31	1181	Female	White	0	1	0
6746	572824	3.59	691	Male	Latinx	0	0	1
6747	591215	3.49	1476	Male	Latinx	1	0	1
6748	625533	3.23	1595	Male	Asian	1	0	1
6749	729645	3.39	1310	Male	Asian	0	0	1
6750	554668	3.9	1332	Male	Latinx	0	1	0
6751	463506	3.69	1421	Male	Latinx	0	1	0
6752	640280	3.67	1394	Male	Latinx	0	0	1
6753	665544	2.8	890	Male	Latinx	1	0	1
6754	617720	3.74	1727	Male	Asian	0	0	1
6755	634799	4.64	1791	Female	Latinx	0	0	1
6756	586620	3.55	1144	Male	Asian	0	0	1
6757	646590	2.46	1433	Female	Latinx	1	0	1
6758	588503	3.81	1995	Female	Black	0	0	1
6759	620860	3.62	1644	Male	Asian	1	0	1
6760	627931	3.72	1027	Male	Latinx	0	0	1
6761	867579	3.53	1192	Female	Asian	0	0	1
6762	565567	3.87	1104	Female	Latinx	0	0	0
6763	693724	3.99	1383	Female	Latinx	1	0	1
6764	663172	2.97	1207	Male	Latinx	1	0	1
6765	545594	3.41	1440	Male	Asian	0	1	0
6766	792133	3.33	1867	Female	Asian	0	0	1
6767	610850	3.46	1275	Male	Latinx	0	0	1
6768	666584	3.49	1040	Female	Latinx	0	0	1
6769	637139	3.03	1782	Male	Black	1	0	1
6770	990213	2.96	954	Female	Asian	1	0	1
6771	554480	3.93	1285	Female	Latinx	1	1	0
6772	656333	3.31	439	Female	Asian	1	0	1
6773	633107	2.59	1713	Male	Asian	0	0	1
6774	881131	3.73	2329	Male	Other	1	0	1
6775	747343	3.99	1778	Male	White	1	0	1
6776	642379	3.45	987	Female	Latinx	1	0	1
6777	620333	3.71	1808	Male	Black	1	0	1
6778	750543	3.58	1593	Male	Asian	1	0	1
6779	621584	3.69	1060	Female	White	1	0	1
6780	396893	3.97	1712	Male	Asian	1	1	0
6781	711510	3.72	691	Female	Asian	1	0	1
6782	954981	3.72	1730	Male	Asian	0	0	1
6783	436160	3.4	1475	Female	Asian	1	1	0
6784	679388	3.6	1672	Female	Latinx	0	0	1
6785	512207	3.32	1474	Male	Asian	0	1	0
6786	635843	3.83	1262	Female	Latinx	0	0	1
6787	601885	3.16	853	Male	Latinx	0	0	1
6788	594369	3.38	1333	Female	Latinx	0	0	1
6789	791023	2.82	1562	Male	Asian	1	0	1
6790	498193	3.79	1698	Female	Asian	0	1	0
6791	638381	3.69	1078	Female	Latinx	1	0	1
6792	685963	4.07	1778	Male	Latinx	1	0	1
6793	690364	3.87	1409	Female	Black	0	0	1
6794	560845	4.12	1258	Male	Latinx	0	1	0
6795	573430	3.34	1460	Female	Latinx	0	0	1
6796	742740	3.66	1464	Female	Latinx	0	0	1
6797	516808	3.51	1222	Male	Asian	0	1	0
6798	632266	2.63	634	Female	Asian	0	0	1
6799	635590	3.09	1328	Female	White	1	0	1
6800	483354	3.72	1218	Female	Asian	0	1	0
6801	652370	3.7	1105	Female	Latinx	0	0	1
6802	659243	3.52	1172	Male	Latinx	0	0	1
6803	719172	3.64	926	Female	Latinx	0	0	1
6804	551361	3.47	1469	Male	Asian	1	1	0
6805	602324	3.86	1175	Female	Latinx	1	0	1
6806	756707	2.63	1248	Male	Latinx	0	0	1
6807	636030	3.55	988	Female	Black	1	0	1
6808	714813	2.48	1504	Male	White	0	0	1
6809	638910	3.26	1472	Female	Latinx	1	0	1
6810	647281	4.19	1221	Female	Latinx	1	0	1
6811	527934	3.24	1110	Female	Asian	0	1	0
6812	615639	3.65	1188	Male	Latinx	1	0	1
6813	651864	3.74	1538	Male	Latinx	0	0	1
6814	651226	4.86	1695	Male	Asian	0	0	1
6815	557194	3.55	1033	Male	Latinx	0	0	0
6816	622986	4.14	1751	Female	Black	0	0	1
6817	824447	3.59	1963	Female	Asian	0	0	1
6818	396607	3.27	759	Male	White	0	1	0
6819	603499	3.61	1324	Male	Latinx	0	0	1
6820	553781	3.71	1050	Female	Latinx	0	1	0
6821	700284	2.45	765	Male	Latinx	0	0	1
6822	594015	3.78	1218	Female	Latinx	0	0	1
6823	620923	4.09	1684	Male	Latinx	1	0	1
6824	901380	4.23	1520	Male	Asian	0	0	1
6825	702785	3.79	1742	Female	Asian	1	0	1
6826	747064	3.31	1379	Male	Latinx	0	0	1
6827	871226	4.16	1661	Male	Asian	0	0	1
6828	582523	3.81	1013	Female	Latinx	1	0	1
6829	607150	3.4	1096	Female	Latinx	1	0	1
6830	650298	3.43	1398	Female	Black	0	0	1
6831	625536	3.37	1074	Male	Latinx	0	0	1
6832	704193	3.1	1276	Female	White	0	0	1
6833	731921	4.44	2077	Male	Asian	0	0	1
6834	649717	3.5	1536	Male	Asian	1	0	1
6835	365919	3.08	2087	Male	Asian	1	1	0
6836	648527	2.94	1390	Male	Asian	1	0	1
6837	692180	3.12	1667	Male	White	0	0	1
6838	644798	3.69	2010	Male	Asian	1	0	1
6839	469538	3.8	1207	Female	Asian	0	1	0
6840	705827	3.1	1468	Female	White	0	0	1
6841	626682	3.43	1197	Female	Latinx	0	0	1
6842	786424	3.98	1695	Male	Asian	1	0	1
6843	921147	4.2	1545	Male	White	1	0	1
6844	699273	3.34	1404	Female	Latinx	0	0	1
6845	666410	3.31	1606	Male	White	0	0	1
6846	675237	3.06	894	Female	Latinx	1	0	1
6847	599619	3.15	663	Male	Latinx	0	0	1
6848	670925	3.86	1335	Male	Latinx	0	0	1
6849	750247	3.26	1292	Male	White	0	0	1
6850	718092	2.75	968	Female	Asian	0	0	1
6851	549815	3.28	1423	Female	Asian	0	1	0
6852	852446	4.22	2052	Female	Asian	1	0	1
6853	556344	3.07	1349	Female	Asian	1	1	0
6854	634117	2.87	1192	Male	Latinx	0	0	1
6855	874743	3.31	1467	Male	Asian	1	0	1
6856	627637	3.63	1499	Female	Latinx	0	0	1
6857	664061	3.3	1186	Female	Asian	1	0	1
6858	590379	4.39	1945	Male	Asian	1	1	1
6859	669168	3.49	970	Female	Latinx	1	0	1
6860	794003	2.72	1075	Male	Asian	1	0	1
6861	664067	3.38	1186	Female	Latinx	0	0	1
6862	661585	3.53	1279	Male	Asian	0	0	1
6863	715121	3.55	972	Female	Asian	0	0	1
6864	221466	3.53	1815	Male	Asian	1	1	0
6865	606472	4.67	1957	Male	Asian	0	1	1
6866	586043	3.86	1193	Male	Asian	0	0	1
6867	703434	3.4	1489	Male	Asian	1	0	1
6868	781597	4.18	1378	Male	Asian	0	0	1
6869	537560	3.83	1722	Female	Asian	0	1	0
6870	765169	3.91	1459	Male	White	0	0	1
6871	510218	3.65	937	Male	Latinx	0	1	0
6872	1033790	2.73	1214	Male	Asian	0	0	1
6873	654276	3.91	1665	Female	Asian	1	0	1
6874	640077	2.71	798	Female	Latinx	0	0	1
6875	515694	3.4	1543	Male	Asian	0	1	0
6876	670518	3.57	1363	Female	Latinx	1	0	1
6877	604554	3.76	1270	Female	Latinx	0	0	1
6878	604011	3.87	1014	Female	Latinx	1	0	1
6879	597580	3.38	1367	Female	White	1	0	1
6880	597933	3.23	1139	Female	White	0	0	1
6881	680184	3.05	1039	Female	Latinx	1	0	1
6882	724874	3.75	1366	Female	Asian	0	0	1
6883	750739	3.86	996	Male	Asian	1	0	1
6884	751254	2.89	1046	Male	Asian	0	0	1
6885	608011	3.29	1284	Male	Latinx	1	0	1
6886	547577	3.5	1046	Female	Latinx	0	1	0
6887	726310	4.55	1762	Female	Asian	1	0	1
6888	637086	3.39	1122	Female	Latinx	0	0	1
6889	503031	3.53	1217	Female	Latinx	0	1	0
6890	656224	3.07	1047	Female	Latinx	1	0	1
6891	579844	3.51	1640	Female	Latinx	0	0	1
6892	682837	3.31	891	Female	Asian	1	0	1
6893	567261	3.61	1123	Female	Latinx	1	0	0
6894	692487	4.11	1672	Male	White	1	0	1
6895	715734	3.59	1420	Male	Asian	0	0	1
6896	826627	3.18	1918	Male	Asian	1	0	1
6897	615971	3.83	1252	Female	Latinx	1	0	1
6898	574429	3.66	2037	Male	Latinx	0	1	1
6899	733131	4.22	1755	Male	Asian	0	0	1
6900	743483	2.43	770	Male	Latinx	1	0	1
6901	618898	3.62	954	Male	Latinx	0	0	1
6902	525840	3.46	1601	Female	Black	0	1	0
6903	692153	3.68	1497	Male	Latinx	0	0	1
6904	724919	3.74	1639	Female	Asian	1	0	1
6905	745202	2.65	1251	Female	Black	0	0	1
6906	514563	2.93	952	Female	Latinx	0	1	0
6907	680150	3.87	1374	Female	Asian	0	0	1
6908	627437	3.04	1368	Male	Latinx	1	0	1
6909	709751	2.92	1350	Male	Latinx	0	0	1
6910	791951	4.57	1596	Female	Asian	0	0	1
6911	644069	3.91	1675	Male	Latinx	0	0	1
6912	585100	3.43	1418	Female	White	1	0	1
6913	892721	3.72	2166	Female	White	0	0	1
6914	636273	2.79	1240	Male	Latinx	1	0	1
6915	753389	3.16	1159	Female	Asian	1	0	1
6916	486696	4.05	1632	Male	Asian	0	1	0
6917	465746	4.21	1277	Female	Latinx	0	1	0
6918	706018	3.9	1446	Female	Latinx	1	0	1
6919	506350	2.61	1145	Female	Latinx	0	1	0
6920	716144	3.65	1362	Female	White	0	0	1
6921	654286	3.97	1170	Female	Latinx	0	0	1
6922	585954	3.85	1508	Female	Latinx	0	0	1
6923	666149	4.14	1436	Female	Latinx	0	0	1
6924	667537	3.36	961	Male	Latinx	0	0	1
6925	634462	3.35	1917	Male	Latinx	0	0	1
6926	646910	2.92	794	Female	Latinx	1	0	1
6927	596721	3.44	953	Female	Latinx	0	0	1
6928	623415	3.23	995	Female	Latinx	0	0	1
6929	440565	3.77	1297	Male	Asian	1	1	0
6930	604928	2.64	1235	Female	Latinx	1	0	1
6931	563566	3.19	1422	Male	Latinx	0	1	0
6932	525642	4.07	1858	Male	Asian	0	1	0
6933	1028527	3.98	1778	Male	Asian	1	0	1
6934	466333	4.15	1362	Female	Asian	1	1	0
6935	640473	2.67	1141	Female	Black	0	0	1
6936	768141	4.26	1882	Male	Asian	1	0	1
6937	713073	3.68	1286	Male	Asian	0	0	1
6938	591261	3.75	1377	Male	Black	1	0	1
6939	705187	3.9	1458	Male	Black	1	0	1
6940	652534	3.8	1161	Female	White	0	0	1
6941	823495	3.69	1448	Male	Black	1	0	1
6942	632365	4.24	1200	Female	Latinx	1	0	1
6943	639433	2.87	959	Female	Latinx	0	0	1
6944	536628	3.8	1186	Male	White	1	1	0
6945	371407	3.39	978	Male	Asian	1	1	0
6946	755830	3.78	1551	Female	Asian	1	0	1
6947	572335	3.16	908	Female	Latinx	0	0	1
6948	768406	2.84	1443	Male	Asian	1	0	1
6949	544900	3.42	1218	Male	Asian	1	1	0
6950	453037	3.59	1644	Male	Asian	0	1	0
6951	761074	3.97	1601	Female	White	1	0	1
6952	703474	3.92	967	Male	White	0	0	1
6953	744463	3.45	1687	Female	White	0	0	1
6954	685639	3.59	1336	Male	Latinx	0	0	1
6955	571285	4.14	1326	Female	Latinx	1	1	1
6956	623816	3.58	954	Male	Asian	0	0	1
6957	537057	3.15	1170	Male	Latinx	0	1	0
6958	634437	3.64	1159	Female	Latinx	1	0	1
6959	567525	3.47	1229	Female	Latinx	0	1	0
6960	659973	3.94	1205	Female	Latinx	0	0	1
6961	754922	4.16	1931	Female	Asian	1	0	1
6962	759853	4.18	2428	Male	Asian	0	0	1
6963	615993	3.19	1144	Male	Latinx	0	0	1
6964	846282	3.26	1137	Female	Other	0	0	1
6965	625540	3.89	1127	Male	Asian	0	0	1
6966	503389	4.08	1360	Male	White	0	1	0
6967	825333	3.16	1004	Female	Asian	0	0	1
6968	568934	3.32	1105	Male	Asian	1	0	0
6969	607945	4.11	992	Male	Latinx	0	0	1
6970	672567	3.71	984	Male	Latinx	0	0	1
6971	554868	3.01	945	Female	Black	1	1	0
6972	665360	3.69	1041	Female	Latinx	0	0	1
6973	716195	3.95	883	Female	Asian	0	0	1
6974	240036	3.77	1008	Female	Asian	0	1	0
6975	707904	3.33	1434	Female	White	0	0	1
6976	711750	3.95	2143	Male	Latinx	0	0	1
6977	745040	2.86	1388	Male	Latinx	0	0	1
6978	534522	3.25	1268	Female	Latinx	1	1	0
6979	758647	3.97	1208	Male	White	1	0	1
6980	1043056	3.95	1759	Male	Asian	1	0	1
6981	614141	3.76	1158	Female	Latinx	0	0	1
6982	557780	3.64	604	Male	Latinx	1	1	0
6983	197068	3.52	1131	Male	White	0	1	0
6984	729609	3.19	1713	Male	Other	0	0	1
6985	695792	3.62	1613	Female	Black	1	0	1
6986	538112	4.16	1225	Female	Asian	0	1	0
6987	571857	3.55	1192	Female	Asian	0	0	1
6988	595567	3.3	901	Female	Latinx	1	0	1
6989	734568	3.18	1301	Male	Asian	0	0	1
6990	562929	3.35	1132	Male	Asian	0	1	0
6991	612721	3.55	1165	Male	Latinx	0	0	1
6992	718089	4.37	2133	Male	Asian	0	0	1
6993	425563	3.56	1148	Male	Asian	0	1	0
6994	524525	3.45	1030	Male	Latinx	1	1	0
6995	615931	3.05	473	Male	Latinx	1	0	1
6996	672475	3.14	1035	Male	Latinx	0	0	1
6997	842698	3.67	1569	Female	Other	1	0	1
6998	673749	3.0	925	Female	Latinx	0	0	1
6999	491253	3.66	707	Female	Latinx	0	1	0
7000	447258	3.26	1664	Male	Asian	1	1	0
7001	660123	3.31	1433	Male	Latinx	0	0	1
7002	638328	3.36	1009	Male	Latinx	1	0	1
7003	612651	3.95	1304	Female	Latinx	1	0	1
7004	686089	3.35	1116	Female	Latinx	1	0	1
7005	582646	2.86	1205	Male	Latinx	1	0	1
7006	556112	3.55	1936	Male	Asian	1	1	0
7007	656632	3.61	1049	Female	Latinx	0	0	1
7008	602624	3.97	1942	Female	Asian	0	0	1
7009	600478	5.0	1421	Female	Latinx	0	0	1
7010	511716	2.76	1478	Male	Black	1	1	0
7011	507149	3.09	1172	Male	Asian	0	1	0
7012	755362	4.06	1840	Male	White	0	0	1
7013	789789	3.56	1255	Male	Asian	1	0	1
7014	1024542	3.57	959	Female	Asian	0	0	1
7015	563156	3.16	1583	Female	Latinx	1	1	0
7016	539613	2.96	1171	Female	Latinx	1	1	0
7017	638345	3.69	1233	Female	Asian	0	0	1
7018	561798	3.15	1712	Male	Latinx	1	1	0
7019	858094	3.07	1775	Male	Other	1	0	1
7020	673216	3.13	1443	Male	Latinx	0	0	1
7021	813213	3.88	2270	Male	Other	0	0	1
7022	634933	2.89	1239	Female	White	1	0	1
7023	600495	3.81	903	Female	Latinx	0	0	1
7024	720401	3.19	1407	Male	White	0	0	1
7025	656265	2.88	1244	Male	Latinx	0	0	1
7026	647437	3.78	1061	Female	Latinx	0	0	1
7027	352519	3.87	1462	Male	Asian	1	1	0
7028	664910	3.6	1063	Female	Latinx	1	0	1
7029	668970	3.88	1477	Female	Asian	0	0	1
7030	1063636	4.13	1136	Male	Asian	1	0	1
7031	588058	4.16	1216	Female	Latinx	1	0	1
7032	711374	3.29	1575	Female	Latinx	1	0	1
7033	611911	4.14	1620	Male	Asian	0	0	1
7034	736205	3.33	1282	Female	Asian	0	0	1
7035	848231	3.44	1319	Male	Asian	1	0	1
7036	717384	3.23	1268	Male	Latinx	0	0	1
7037	609647	3.77	1798	Male	Asian	0	0	1
7038	553770	3.12	1199	Female	White	0	1	0
7039	704655	3.09	1249	Male	White	0	0	1
7040	634406	3.17	976	Male	Black	1	0	1
7041	694164	3.96	1796	Male	Asian	0	0	1
7042	678349	3.2	906	Female	Latinx	0	0	1
7043	599255	2.99	1456	Male	Asian	1	0	1
7044	602055	4.05	922	Female	Latinx	0	0	1
7045	551491	3.18	943	Female	Asian	0	1	0
7046	682436	3.05	835	Female	Latinx	0	0	1
7047	803748	3.69	1536	Male	Black	0	0	1
7048	309328	3.21	1149	Female	White	1	1	0
7049	809454	3.6	1227	Female	Asian	1	0	1
7050	624533	4.46	1502	Female	Latinx	1	0	1
7051	833365	3.87	1455	Female	White	1	0	1
7052	558616	3.56	1318	Male	Latinx	0	1	0
7053	590405	3.61	1595	Female	White	1	0	1
7054	485917	4.2	1439	Male	Asian	0	1	0
7055	696993	3.9	1411	Female	Latinx	0	0	1
7056	830296	3.53	1852	Male	White	0	0	1
7057	601187	4.23	954	Female	Asian	0	0	1
7058	618220	3.09	1128	Female	Latinx	0	0	1
7059	661291	3.49	1666	Female	Latinx	1	0	1
7060	540106	3.62	1604	Male	White	0	1	0
7061	674465	3.02	1467	Female	Asian	0	0	1
7062	593659	3.12	1495	Male	Black	1	0	1
7063	521175	2.71	769	Female	White	1	1	0
7064	923120	3.99	1406	Male	Asian	1	0	1
7065	503102	2.83	1321	Male	Asian	0	1	0
7066	744157	4.41	2050	Male	Asian	0	0	1
7067	557162	3.57	1108	Female	Latinx	0	1	0
7068	578527	4.2	1157	Female	Latinx	1	0	1
7069	560154	3.2	1668	Female	Latinx	0	1	0
7070	827020	3.08	928	Female	Asian	0	0	1
7071	754983	4.18	1403	Female	Asian	0	0	1
7072	458259	3.52	1261	Male	Asian	0	1	0
7073	552964	4.2	1462	Male	Latinx	0	1	0
7074	774665	2.88	1351	Male	Black	0	0	1
7075	702844	2.64	1333	Female	Latinx	1	0	1
7076	670432	3.52	1183	Female	Latinx	1	0	1
7077	867017	2.39	1591	Male	Asian	1	0	1
7078	629938	4.1	1284	Female	Latinx	0	0	1
7079	702950	2.55	1151	Female	Black	1	0	1
7080	636676	3.05	1138	Male	Latinx	0	0	1
7081	549375	3.61	1613	Male	Asian	0	1	0
7082	648310	4.03	1897	Male	White	0	0	1
7083	666655	3.82	1546	Female	Latinx	1	0	1
7084	626561	3.9	1609	Female	Asian	1	0	1
7085	958886	3.51	1937	Male	White	1	0	1
7086	665146	4.03	2243	Male	White	0	0	1
7087	615473	4.13	1136	Female	Latinx	0	0	1
7088	656787	3.31	1712	Female	White	0	0	1
7089	589083	3.56	1248	Female	Latinx	0	0	1
7090	682953	3.65	1057	Male	Latinx	0	0	1
7091	644603	3.07	1482	Female	White	0	0	1
7092	622171	3.78	1372	Male	Asian	0	0	1
7093	592085	2.93	1211	Male	Latinx	0	0	1
7094	645551	3.86	1624	Female	Latinx	0	0	1
7095	727367	4.18	1538	Female	White	0	0	1
7096	641690	3.17	1535	Male	Latinx	0	0	1
7097	606092	3.69	1421	Female	Latinx	0	0	1
7098	515713	3.55	1049	Female	Black	0	1	0
7099	685771	4.14	1469	Female	White	0	0	1
7100	525926	3.69	1215	Female	Asian	0	1	0
7101	554946	3.48	1900	Female	Asian	0	1	0
7102	451385	3.22	1142	Male	Black	1	1	0
7103	603653	4.05	1416	Male	Asian	1	0	1
7104	638471	3.87	1140	Female	Latinx	0	0	1
7105	706541	3.12	1469	Female	Latinx	1	0	1
7106	819366	3.64	2130	Female	Asian	0	0	1
7107	853053	3.74	1850	Male	Asian	1	0	1
7108	615691	2.94	1406	Female	Latinx	0	0	1
7109	300960	3.84	1491	Male	Asian	1	1	0
7110	830786	3.8	970	Male	White	0	0	1
7111	664179	3.9	1497	Female	Latinx	0	0	1
7112	573300	3.93	1369	Female	Latinx	1	1	1
7113	747480	2.38	870	Female	Black	1	0	1
7114	966751	3.87	1280	Female	Other	0	0	1
7115	783937	3.49	1611	Female	Asian	0	0	1
7116	639801	4.07	1644	Female	White	0	0	1
7117	565904	3.69	999	Female	Latinx	0	0	0
7118	656627	3.75	1878	Male	Latinx	1	0	1
7119	275585	3.82	1647	Male	Asian	0	1	0
7120	567075	2.87	1323	Female	Black	0	1	0
7121	505147	3.64	1416	Female	Asian	1	1	0
7122	650714	4.29	1659	Female	Asian	1	0	1
7123	640056	3.44	1595	Female	White	0	0	1
7124	665123	3.46	2502	Female	White	1	0	1
7125	608002	3.29	1312	Female	Latinx	0	0	1
7126	758970	2.96	1444	Male	White	0	0	1
7127	657196	3.22	1494	Female	Latinx	1	0	1
7128	781953	3.89	1364	Male	Asian	0	0	1
7129	521869	2.69	1269	Male	Asian	1	1	0
7130	661094	4.21	1722	Female	Asian	1	0	1
7131	828239	4.55	1326	Female	White	1	0	1
7132	526928	3.24	1125	Female	Black	0	1	0
7133	640900	4.27	1350	Male	Asian	1	0	1
7134	806027	3.85	2226	Male	Asian	0	0	1
7135	703157	4.32	2147	Male	White	1	0	1
7136	459293	3.53	1288	Male	Asian	0	1	0
7137	619309	3.28	1412	Male	White	1	0	1
7138	872974	3.45	1713	Male	Asian	1	0	1
7139	651781	3.04	1393	Female	Black	1	0	1
7140	836203	3.47	1492	Male	White	0	0	1
7141	662833	3.66	1573	Male	Latinx	0	0	1
7142	435338	3.99	1334	Female	Asian	0	1	0
7143	630510	3.34	1267	Female	Latinx	0	0	1
7144	627962	2.51	1063	Male	Asian	1	0	1
7145	608678	3.9	1059	Female	Latinx	1	0	1
7146	682993	3.83	1272	Female	Latinx	0	0	1
7147	576096	4.21	1203	Female	Latinx	1	1	1
7148	567728	4.27	1629	Female	Latinx	1	1	0
7149	575201	4.04	1818	Female	Asian	1	1	1
7150	645545	3.68	1494	Female	Black	1	0	1
7151	866630	4.28	1563	Male	Asian	0	0	1
7152	955573	3.62	1356	Female	Asian	0	0	1
7153	771053	3.46	566	Female	Asian	0	0	1
7154	582061	3.3	1136	Female	White	0	0	1
7155	839427	4.23	1222	Male	White	0	0	1
7156	606538	3.13	816	Female	Black	0	0	1
7157	646336	3.95	1231	Female	Latinx	1	0	1
7158	467675	3.38	1739	Male	Asian	0	1	0
7159	656954	3.29	1077	Male	Latinx	0	0	1
7160	598454	3.4	1281	Female	Black	0	0	1
7161	767664	3.59	1289	Female	Asian	1	0	1
7162	681493	3.82	1242	Female	Asian	1	0	1
7163	582697	3.01	1226	Female	Latinx	0	0	1
7164	634483	2.92	800	Female	Black	1	0	1
7165	557886	4.03	1131	Female	Latinx	1	1	0
7166	648719	3.85	1113	Female	Latinx	0	0	1
7167	647346	3.68	1185	Female	White	0	0	1
7168	570261	3.5	1848	Female	Latinx	1	1	1
7169	528843	3.89	1512	Female	Latinx	1	1	0
7170	881634	4.13	2134	Female	Other	0	0	1
7171	590128	4.41	1709	Female	Asian	0	1	1
7172	651891	4.3	1460	Female	Asian	0	0	1
7173	955761	3.79	1567	Male	Asian	1	0	1
7174	582329	3.25	1077	Male	Black	0	0	1
7175	639422	3.31	969	Female	Latinx	0	0	1
7176	562123	3.15	1276	Male	Latinx	1	1	0
7177	803664	3.52	1111	Male	Asian	1	0	1
7178	685215	3.98	1572	Female	Latinx	0	0	1
7179	569357	2.58	1264	Female	Black	0	0	0
7180	575311	3.82	2092	Male	Asian	1	1	1
7181	727977	3.99	1781	Male	Asian	0	0	1
7182	660851	3.81	1209	Male	White	0	0	1
7183	725206	3.26	1497	Female	Black	1	0	1
7184	672440	3.13	1711	Male	Asian	0	0	1
7185	762319	4.03	1673	Male	White	1	0	1
7186	663386	2.93	1283	Male	Asian	0	0	1
7187	608864	4.08	1572	Female	Asian	1	0	1
7188	761540	3.34	1644	Female	White	0	0	1
7189	486709	2.4	885	Male	Asian	1	1	0
7190	592380	3.71	1609	Female	Asian	0	0	1
7191	947071	4.02	1657	Male	White	1	0	1
7192	687410	3.13	1275	Female	Asian	1	0	1
7193	491129	2.41	848	Female	Latinx	0	1	0
7194	660640	3.69	2360	Male	Asian	0	0	1
7195	836554	3.54	1867	Male	Asian	0	0	1
7196	629603	3.74	1752	Female	Asian	0	0	1
7197	624361	2.81	801	Female	Latinx	1	0	1
7198	730557	3.09	989	Female	White	0	0	1
7199	791326	3.92	1639	Male	Asian	0	0	1
7200	520469	3.07	1291	Male	Asian	1	1	0
7201	654108	3.56	945	Female	Latinx	0	0	1
7202	691510	4.33	1466	Female	White	0	0	1
7203	544315	3.63	1111	Female	Black	1	1	0
7204	813167	4.44	1184	Female	Asian	0	0	1
